id,gameId,offense,offenseConference,defense,defenseConference,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,elapsed,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore
4016283191,401628319,Western Kentucky,Conference USA,Alabama,SEC,1,False,1,75,75,"{'minutes': 15, 'seconds': 0}",1,69,69,"{'minutes': 12, 'seconds': 50}","{'minutes': 2, 'seconds': 10}",5,6,PUNT,False,0,0,0,0
4016283192,401628319,Alabama,SEC,Western Kentucky,Conference USA,2,False,1,31,69,"{'minutes': 12, 'seconds': 50}",1,28,72,"{'minutes': 11, 'seconds': 20}","{'minutes': 1, 'seconds': 30}",3,-3,PUNT,True,0,0,0,0
4016283193,401628319,Western Kentucky,Conference USA,Alabama,SEC,3,False,1,80,80,"{'minutes': 11, 'seconds': 20}",1,78,78,"{'minutes': 10, 'seconds': 48}","{'minutes': 0, 'seconds': 32}",2,2,INT,False,0,0,0,0
4016283194,401628319,Alabama,SEC,Western Kentucky,Conference USA,4,True,1,84,16,"{'minutes': 10, 'seconds': 48}",1,100,0,"{'minutes': 10, 'seconds': 7}","{'minutes': 0, 'seconds': 41}",2,16,TD,True,0,0,7,0
4016283195,401628319,Western Kentucky,Conference USA,Alabama,SEC,5,False,1,75,75,"{'minutes': 10, 'seconds': 7}",1,22,22,"{'minutes': 6, 'seconds': 32}","{'minutes': 3, 'seconds': 35}",8,53,INT,False,0,7,0,7
4016283196,401628319,Alabama,SEC,Western Kentucky,Conference USA,6,True,1,74,26,"{'minutes': 6, 'seconds': 32}",1,100,0,"{'minutes': 5, 'seconds': 1}","{'minutes': 1, 'seconds': 31}",3,26,TD,True,7,0,14,0
4016283197,401628319,Western Kentucky,Conference USA,Alabama,SEC,7,False,1,75,75,"{'minutes': 5, 'seconds': 1}",1,70,70,"{'minutes': 3, 'seconds': 46}","{'minutes': 1, 'seconds': 15}",3,5,PUNT,False,0,14,0,14
4016283198,401628319,Alabama,SEC,Western Kentucky,Conference USA,8,True,1,19,81,"{'minutes': 3, 'seconds': 46}",1,100,0,"{'minutes': 2, 'seconds': 27}","{'minutes': 1, 'seconds': 19}",4,81,TD,True,14,0,21,0
4016283199,401628319,Western Kentucky,Conference USA,Alabama,SEC,9,False,1,75,75,"{'minutes': 2, 'seconds': 27}",1,70,70,"{'minutes': 1, 'seconds': 39}","{'minutes': 0, 'seconds': 48}",3,5,PUNT,False,0,21,0,21
40162831910,401628319,Alabama,SEC,Western Kentucky,Conference USA,10,False,1,28,72,"{'minutes': 1, 'seconds': 39}",1,36,64,"{'minutes': 0, 'seconds': 12}","{'minutes': 1, 'seconds': 27}",3,-8,FUMBLE,True,21,0,21,0
40162831911,401628319,Western Kentucky,Conference USA,Alabama,SEC,11,False,1,20,20,"{'minutes': 0, 'seconds': 12}",2,20,20,"{'minutes': 13, 'seconds': 39}","{'minutes': 1, 'seconds': 33}",4,0,MISSED FG,False,0,21,0,21
40162831912,401628319,Alabama,SEC,Western Kentucky,Conference USA,12,True,2,20,80,"{'minutes': 13, 'seconds': 39}",2,100,0,"{'minutes': 12, 'seconds': 35}","{'minutes': 1, 'seconds': 4}",2,80,TD,True,21,0,28,0
40162831913,401628319,Western Kentucky,Conference USA,Alabama,SEC,13,False,2,75,75,"{'minutes': 12, 'seconds': 35}",2,8,8,"{'minutes': 3, 'seconds': 26}","{'minutes': 9, 'seconds': 9}",21,71,DOWNS,False,0,28,0,28
40162831914,401628319,Alabama,SEC,Western Kentucky,Conference USA,14,True,2,4,96,"{'minutes': 3, 'seconds': 26}",2,100,0,"{'minutes': 2, 'seconds': 53}","{'minutes': 0, 'seconds': 33}",2,96,TD,True,28,0,35,0
40162831915,401628319,Western Kentucky,Conference USA,Alabama,SEC,15,False,2,75,75,"{'minutes': 2, 'seconds': 53}",2,71,71,"{'minutes': 1, 'seconds': 45}","{'minutes': 1, 'seconds': 8}",3,4,PUNT,False,0,35,0,35
40162831916,401628319,Alabama,SEC,Western Kentucky,Conference USA,16,True,2,45,55,"{'minutes': 1, 'seconds': 45}",2,100,0,"{'minutes': 1, 'seconds': 30}","{'minutes': 0, 'seconds': 15}",2,55,TD,True,35,0,42,0
40162831917,401628319,Western Kentucky,Conference USA,Alabama,SEC,17,False,2,75,75,"{'minutes': 1, 'seconds': 30}",2,75,75,"{'minutes': 0, 'seconds': 0}","{'minutes': 1, 'seconds': 30}",3,0,END OF HALF,False,0,42,0,42
40162831918,401628319,Alabama,SEC,Western Kentucky,Conference USA,18,False,3,25,75,"{'minutes': 15, 'seconds': 0}",3,29,71,"{'minutes': 13, 'seconds': 13}","{'minutes': 1, 'seconds': 47}",3,4,PUNT,True,42,0,42,0
40162831919,401628319,Western Kentucky,Conference USA,Alabama,SEC,19,False,3,83,83,"{'minutes': 13, 'seconds': 13}",3,84,84,"{'minutes': 10, 'seconds': 40}","{'minutes': 2, 'seconds': 33}",4,-1,PUNT,False,0,42,0,42
40162831920,401628319,Alabama,SEC,Western Kentucky,Conference USA,20,True,3,39,61,"{'minutes': 10, 'seconds': 40}",3,100,0,"{'minutes': 6, 'seconds': 30}","{'minutes': 4, 'seconds': 10}",9,61,TD,True,42,0,49,0
40162831921,401628319,Western Kentucky,Conference USA,Alabama,SEC,21,False,3,80,80,"{'minutes': 6, 'seconds': 30}",3,82,82,"{'minutes': 5, 'seconds': 38}","{'minutes': 0, 'seconds': 52}",3,-2,PUNT,False,0,49,0,49
40162831922,401628319,Alabama,SEC,Western Kentucky,Conference USA,22,True,3,47,53,"{'minutes': 5, 'seconds': 38}",3,100,0,"{'minutes': 2, 'seconds': 51}","{'minutes': 2, 'seconds': 47}",6,53,TD,True,49,0,56,0
40162831923,401628319,Western Kentucky,Conference USA,Alabama,SEC,23,False,3,75,75,"{'minutes': 2, 'seconds': 51}",3,72,72,"{'minutes': 1, 'seconds': 39}","{'minutes': 1, 'seconds': 12}",3,3,PUNT,False,0,56,0,56
40162831924,401628319,Alabama,SEC,Western Kentucky,Conference USA,24,False,3,25,75,"{'minutes': 1, 'seconds': 39}",3,26,74,"{'minutes': 0, 'seconds': 45}","{'minutes': 0, 'seconds': 54}",3,1,PUNT,True,56,0,56,0
40162831925,401628319,Western Kentucky,Conference USA,Alabama,SEC,25,False,3,72,72,"{'minutes': 0, 'seconds': 45}",4,73,73,"{'minutes': 14, 'seconds': 2}","{'minutes': 1, 'seconds': 43}",3,-1,PUNT,False,0,56,0,56
40162831926,401628319,Alabama,SEC,Western Kentucky,Conference USA,26,True,4,21,79,"{'minutes': 14, 'seconds': 2}",4,100,0,"{'minutes': 10, 'seconds': 4}","{'minutes': 3, 'seconds': 58}",10,79,TD,True,56,0,63,0
40162831927,401628319,Western Kentucky,Conference USA,Alabama,SEC,27,False,4,73,73,"{'minutes': 10, 'seconds': 4}",4,68,68,"{'minutes': 8, 'seconds': 39}","{'minutes': 1, 'seconds': 25}",3,5,PUNT,False,0,63,0,63
40162831928,401628319,Alabama,SEC,Western Kentucky,Conference USA,28,False,4,33,67,"{'minutes': 8, 'seconds': 39}",4,88,12,"{'minutes': 0, 'seconds': 0}","{'minutes': 8, 'seconds': 39}",13,55,END OF GAME,True,63,0,63,0
4016283201,401628320,Arkansas,SEC,Arkansas-Pine Bluff,SWAC,1,True,1,34,66,"{'minutes': 14, 'seconds': 54}",1,100,0,"{'minutes': 12, 'seconds': 8}","{'minutes': 2, 'seconds': 46}",8,66,TD,True,0,0,7,0
4016283202,401628320,Arkansas-Pine Bluff,SWAC,Arkansas,SEC,2,False,1,75,75,"{'minutes': 12, 'seconds': 8}",1,79,79,"{'minutes': 10, 'seconds': 37}","{'minutes': 1, 'seconds': 31}",3,-4,PUNT,False,0,7,0,7
4016283203,401628320,Arkansas,SEC,Arkansas-Pine Bluff,SWAC,3,True,1,60,40,"{'minutes': 10, 'seconds': 37}",1,100,0,"{'minutes': 8, 'seconds': 16}","{'minutes': 2, 'seconds': 21}",5,40,TD,True,7,0,14,0
4016283204,401628320,Arkansas-Pine Bluff,SWAC,Arkansas,SEC,4,False,1,75,75,"{'minutes': 8, 'seconds': 16}",1,76,76,"{'minutes': 6, 'seconds': 14}","{'minutes': 2, 'seconds': 2}",3,-1,PUNT,False,0,14,0,14
4016283205,401628320,Arkansas,SEC,Arkansas-Pine Bluff,SWAC,5,True,1,40,60,"{'minutes': 6, 'seconds': 14}",1,100,0,"{'minutes': 5, 'seconds': 3}","{'minutes': 1, 'seconds': 11}",3,60,TD,True,14,0,21,0
4016283206,401628320,Arkansas-Pine Bluff,SWAC,Arkansas,SEC,6,False,1,75,75,"{'minutes': 5, 'seconds': 3}",1,75,75,"{'minutes': 3, 'seconds': 17}","{'minutes': 1, 'seconds': 46}",3,0,PUNT,False,0,21,0,21
4016283207,401628320,Arkansas,SEC,Arkansas-Pine Bluff,SWAC,7,True,1,60,40,"{'minutes': 3, 'seconds': 17}",1,100,0,"{'minutes': 1, 'seconds': 12}","{'minutes': 2, 'seconds': 5}",7,40,TD,True,21,0,28,0
4016283208,401628320,Arkansas-Pine Bluff,SWAC,Arkansas,SEC,8,False,1,75,75,"{'minutes': 1, 'seconds': 12}",1,67,67,"{'minutes': 0, 'seconds': 0}","{'minutes': 1, 'seconds': 12}",4,8,PUNT,False,0,28,0,28
4016283209,401628320,Arkansas,SEC,Arkansas-Pine Bluff,SWAC,9,True,2,35,65,"{'minutes': 15, 'seconds': 0}",2,100,0,"{'minutes': 12, 'seconds': 6}","{'minutes': 2, 'seconds': 54}",6,65,TD,True,28,0,35,0
40162832010,401628320,Arkansas-Pine Bluff,SWAC,Arkansas,SEC,10,False,2,75,75,"{'minutes': 12, 'seconds': 6}",2,47,47,"{'minutes': 8, 'seconds': 46}","{'minutes': 3, 'seconds': 20}",7,28,PUNT,False,0,35,0,35
40162832011,401628320,Arkansas,SEC,Arkansas-Pine Bluff,SWAC,11,True,2,19,81,"{'minutes': 8, 'seconds': 46}",2,100,0,"{'minutes': 5, 'seconds': 37}","{'minutes': 3, 'seconds': 9}",6,81,TD,True,35,0,42,0
40162832012,401628320,Arkansas-Pine Bluff,SWAC,Arkansas,SEC,12,False,2,75,75,"{'minutes': 5, 'seconds': 37}",2,46,46,"{'minutes': 1, 'seconds': 42}","{'minutes': 3, 'seconds': 55}",8,29,PUNT,False,0,42,0,42
40162832013,401628320,Arkansas,SEC,Arkansas-Pine Bluff,SWAC,13,True,2,23,77,"{'minutes': 1, 'seconds': 42}",2,100,0,"{'minutes': 0, 'seconds': 9}","{'minutes': 1, 'seconds': 33}",7,77,TD,True,42,0,49,0
40162832014,401628320,Arkansas-Pine Bluff,SWAC,Arkansas,SEC,14,False,2,78,78,"{'minutes': 0, 'seconds': 4}",2,74,74,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 4}",1,4,END OF HALF,False,0,49,0,49
40162832015,401628320,Arkansas-Pine Bluff,SWAC,Arkansas,SEC,15,False,3,75,75,"{'minutes': 15, 'seconds': 0}",3,73,73,"{'minutes': 8, 'seconds': 31}","{'minutes': 6, 'seconds': 29}",3,2,PUNT,False,0,49,0,49
40162832016,401628320,Arkansas,SEC,Arkansas-Pine Bluff,SWAC,16,True,3,33,67,"{'minutes': 8, 'seconds': 31}",3,100,0,"{'minutes': 6, 'seconds': 13}","{'minutes': 2, 'seconds': 18}",6,67,TD,True,49,0,56,0
40162832017,401628320,Arkansas-Pine Bluff,SWAC,Arkansas,SEC,17,False,3,75,75,"{'minutes': 6, 'seconds': 13}",3,55,55,"{'minutes': 3, 'seconds': 31}","{'minutes': 2, 'seconds': 42}",5,20,PUNT,False,0,56,0,56
40162832018,401628320,Arkansas,SEC,Arkansas-Pine Bluff,SWAC,18,True,3,14,86,"{'minutes': 3, 'seconds': 31}",4,100,0,"{'minutes': 8, 'seconds': 14}","{'minutes': 10, 'seconds': 17}",12,86,TD,True,56,0,63,0
40162832019,401628320,Arkansas-Pine Bluff,SWAC,Arkansas,SEC,19,False,4,75,75,"{'minutes': 8, 'seconds': 14}",4,55,55,"{'minutes': 4, 'seconds': 11}","{'minutes': 4, 'seconds': 3}",8,20,PUNT,False,0,63,0,63
40162832020,401628320,Arkansas,SEC,Arkansas-Pine Bluff,SWAC,20,True,4,10,90,"{'minutes': 4, 'seconds': 11}",4,100,0,"{'minutes': 0, 'seconds': 36}","{'minutes': 3, 'seconds': 35}",10,90,TD,True,63,0,70,0
40162832021,401628320,Arkansas-Pine Bluff,SWAC,Arkansas,SEC,21,False,4,75,75,"{'minutes': 0, 'seconds': 36}",4,73,73,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 36}",1,2,END OF GAME,False,0,70,0,70
4016283211,401628321,Auburn,SEC,Alabama A&M,SWAC,1,True,1,30,70,"{'minutes': 15, 'seconds': 0}",1,100,0,"{'minutes': 14, 'seconds': 13}","{'minutes': 0, 'seconds': 47}",4,70,TD,True,0,0,7,0
4016283212,401628321,Alabama A&M,SWAC,Auburn,SEC,2,False,1,75,75,"{'minutes': 14, 'seconds': 13}",1,70,70,"{'minutes': 12, 'seconds': 59}","{'minutes': 1, 'seconds': 14}",3,5,PUNT,False,0,7,0,7
4016283213,401628321,Auburn,SEC,Alabama A&M,SWAC,3,True,1,33,67,"{'minutes': 12, 'seconds': 59}",1,100,0,"{'minutes': 12, 'seconds': 47}","{'minutes': 0, 'seconds': 12}",1,67,TD,True,14,0,14,0
4016283214,401628321,Alabama A&M,SWAC,Auburn,SEC,4,False,1,75,75,"{'minutes': 12, 'seconds': 47}",1,76,76,"{'minutes': 11, 'seconds': 46}","{'minutes': 1, 'seconds': 1}",3,-1,PUNT,False,0,14,0,14
4016283215,401628321,Auburn,SEC,Alabama A&M,SWAC,5,True,1,56,44,"{'minutes': 11, 'seconds': 46}",1,100,0,"{'minutes': 11, 'seconds': 39}","{'minutes': 0, 'seconds': 7}",1,44,TD,True,21,0,21,0
4016283216,401628321,Alabama A&M,SWAC,Auburn,SEC,6,False,1,75,75,"{'minutes': 11, 'seconds': 39}",1,12,12,"{'minutes': 6, 'seconds': 59}","{'minutes': 4, 'seconds': 40}",8,63,MISSED FG,False,0,21,0,21
4016283217,401628321,Auburn,SEC,Alabama A&M,SWAC,7,False,1,20,80,"{'minutes': 6, 'seconds': 59}",1,24,76,"{'minutes': 6, 'seconds': 3}","{'minutes': 0, 'seconds': 56}",3,4,PUNT,True,21,0,21,0
4016283218,401628321,Alabama A&M,SWAC,Auburn,SEC,8,False,1,65,65,"{'minutes': 6, 'seconds': 3}",1,58,58,"{'minutes': 4, 'seconds': 18}","{'minutes': 1, 'seconds': 45}",3,7,PUNT,False,0,21,0,21
4016283219,401628321,Auburn,SEC,Alabama A&M,SWAC,9,True,1,35,65,"{'minutes': 4, 'seconds': 18}",1,100,0,"{'minutes': 2, 'seconds': 0}","{'minutes': 2, 'seconds': 18}",6,65,TD,True,21,0,28,0
40162832110,401628321,Alabama A&M,SWAC,Auburn,SEC,10,False,1,75,75,"{'minutes': 2, 'seconds': 0}",2,85,85,"{'minutes': 14, 'seconds': 47}","{'minutes': 2, 'seconds': 13}",3,-10,PUNT,False,0,28,0,28
40162832111,401628321,Auburn,SEC,Alabama A&M,SWAC,11,True,2,79,21,"{'minutes': 14, 'seconds': 47}",2,86,14,"{'minutes': 13, 'seconds': 48}","{'minutes': 0, 'seconds': 59}",4,7,FG,True,28,0,31,0
40162832112,401628321,Alabama A&M,SWAC,Auburn,SEC,12,False,2,63,63,"{'minutes': 13, 'seconds': 41}",2,18,18,"{'minutes': 10, 'seconds': 44}","{'minutes': 2, 'seconds': 57}",7,45,DOWNS,False,0,31,0,31
40162832113,401628321,Auburn,SEC,Alabama A&M,SWAC,13,True,2,18,82,"{'minutes': 10, 'seconds': 44}",2,100,0,"{'minutes': 10, 'seconds': 10}","{'minutes': 0, 'seconds': 34}",2,82,TD,True,31,0,38,0
40162832114,401628321,Alabama A&M,SWAC,Auburn,SEC,14,True,2,83,83,"{'minutes': 10, 'seconds': 3}",2,26,26,"{'minutes': 6, 'seconds': 0}","{'minutes': 4, 'seconds': 3}",11,57,FG,False,0,38,3,38
40162832115,401628321,Auburn,SEC,Alabama A&M,SWAC,15,True,2,25,75,"{'minutes': 5, 'seconds': 53}",2,100,0,"{'minutes': 3, 'seconds': 22}","{'minutes': 2, 'seconds': 31}",6,75,TD,True,38,3,45,3
40162832116,401628321,Alabama A&M,SWAC,Auburn,SEC,16,False,2,87,87,"{'minutes': 3, 'seconds': 16}",2,84,84,"{'minutes': 1, 'seconds': 57}","{'minutes': 1, 'seconds': 19}",3,3,PUNT,False,3,45,3,45
40162832117,401628321,Auburn,SEC,Alabama A&M,SWAC,17,True,2,53,47,"{'minutes': 1, 'seconds': 56}",2,100,0,"{'minutes': 0, 'seconds': 51}","{'minutes': 1, 'seconds': 5}",6,47,TD,True,45,3,52,3
40162832118,401628321,Alabama A&M,SWAC,Auburn,SEC,18,False,2,75,75,"{'minutes': 0, 'seconds': 51}",2,66,66,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 51}",2,9,END OF HALF,False,3,52,3,52
40162832119,401628321,Alabama A&M,SWAC,Auburn,SEC,19,True,3,86,86,"{'minutes': 9, 'seconds': 54}",3,79,79,"{'minutes': 8, 'seconds': 25}","{'minutes': 1, 'seconds': 29}",3,7,PUNT TD,False,3,52,3,59
40162832120,401628321,Alabama A&M,SWAC,Auburn,SEC,20,False,3,75,75,"{'minutes': 8, 'seconds': 25}",3,13,13,"{'minutes': 3, 'seconds': 12}","{'minutes': 5, 'seconds': 13}",12,62,MISSED FG,False,3,59,3,59
40162832121,401628321,Auburn,SEC,Alabama A&M,SWAC,21,True,3,20,80,"{'minutes': 3, 'seconds': 12}",3,100,0,"{'minutes': 1, 'seconds': 40}","{'minutes': 1, 'seconds': 32}",5,80,TD,True,59,3,66,3
40162832122,401628321,Alabama A&M,SWAC,Auburn,SEC,22,False,3,75,75,"{'minutes': 1, 'seconds': 40}",3,80,80,"{'minutes': 0, 'seconds': 0}","{'minutes': 1, 'seconds': 40}",3,-5,PUNT,False,3,66,3,66
40162832123,401628321,Auburn,SEC,Alabama A&M,SWAC,23,True,4,58,42,"{'minutes': 15, 'seconds': 0}",4,100,0,"{'minutes': 9, 'seconds': 9}","{'minutes': 5, 'seconds': 51}",3,42,TD,True,66,3,73,3
40162832124,401628321,Alabama A&M,SWAC,Auburn,SEC,24,False,4,80,80,"{'minutes': 8, 'seconds': 59}",4,87,87,"{'minutes': 6, 'seconds': 53}","{'minutes': 2, 'seconds': 6}",3,-7,PUNT,False,3,73,3,73
40162832125,401628321,Auburn,SEC,Alabama A&M,SWAC,25,False,4,57,43,"{'minutes': 6, 'seconds': 53}",4,81,19,"{'minutes': 6, 'seconds': 38}","{'minutes': 0, 'seconds': 15}",1,24,FUMBLE,True,73,3,73,3
40162832126,401628321,Alabama A&M,SWAC,Auburn,SEC,26,False,4,77,77,"{'minutes': 6, 'seconds': 38}",4,56,56,"{'minutes': 2, 'seconds': 40}","{'minutes': 3, 'seconds': 58}",6,21,PUNT,False,3,73,3,73
40162832127,401628321,Auburn,SEC,Alabama A&M,SWAC,27,False,4,20,80,"{'minutes': 2, 'seconds': 40}",4,56,44,"{'minutes': 1, 'seconds': 28}","{'minutes': 1, 'seconds': 12}",5,36,FUMBLE,True,73,3,73,3
40162832128,401628321,Alabama A&M,SWAC,Auburn,SEC,28,False,4,56,56,"{'minutes': 1, 'seconds': 28}",4,42,42,"{'minutes': 0, 'seconds': 0}","{'minutes': 1, 'seconds': 28}",3,14,END OF GAME,False,3,73,3,73
4016283221,401628322,Florida,SEC,Miami,ACC,1,False,1,25,75,"{'minutes': 15, 'seconds': 0}",1,38,62,"{'minutes': 12, 'seconds': 27}","{'minutes': 2, 'seconds': 33}",4,13,PUNT,True,0,0,0,0
4016283222,401628322,Miami,ACC,Florida,SEC,2,True,1,84,84,"{'minutes': 12, 'seconds': 27}",1,0,0,"{'minutes': 6, 'seconds': 48}","{'minutes': 5, 'seconds': 39}",11,84,TD,False,0,0,7,0
4016283223,401628322,Florida,SEC,Miami,ACC,3,False,1,25,75,"{'minutes': 6, 'seconds': 48}",1,59,41,"{'minutes': 4, 'seconds': 24}","{'minutes': 2, 'seconds': 24}",5,34,PUNT,True,0,7,0,7
4016283224,401628322,Miami,ACC,Florida,SEC,4,False,1,97,97,"{'minutes': 4, 'seconds': 24}",1,85,85,"{'minutes': 2, 'seconds': 25}","{'minutes': 1, 'seconds': 59}",4,12,INT,False,7,0,7,0
4016283225,401628322,Florida,SEC,Miami,ACC,5,True,1,67,33,"{'minutes': 2, 'seconds': 25}",1,77,23,"{'minutes': 0, 'seconds': 19}","{'minutes': 2, 'seconds': 6}",6,10,FG,True,0,7,3,7
4016283226,401628322,Miami,ACC,Florida,SEC,6,True,1,75,75,"{'minutes': 0, 'seconds': 19}",2,5,5,"{'minutes': 9, 'seconds': 53}","{'minutes': 5, 'seconds': 26}",9,70,FG,False,7,3,10,3
4016283227,401628322,Florida,SEC,Miami,ACC,7,False,2,25,75,"{'minutes': 9, 'seconds': 53}",2,58,42,"{'minutes': 8, 'seconds': 4}","{'minutes': 1, 'seconds': 49}",5,33,DOWNS,True,3,10,3,10
4016283228,401628322,Miami,ACC,Florida,SEC,8,True,2,58,58,"{'minutes': 8, 'seconds': 4}",2,0,0,"{'minutes': 6, 'seconds': 41}","{'minutes': 1, 'seconds': 23}",4,58,TD,False,10,3,17,3
4016283229,401628322,Florida,SEC,Miami,ACC,9,False,2,25,75,"{'minutes': 6, 'seconds': 41}",2,32,68,"{'minutes': 5, 'seconds': 47}","{'minutes': 0, 'seconds': 54}",3,7,PUNT,True,3,17,3,17
40162832210,401628322,Miami,ACC,Florida,SEC,10,False,2,74,74,"{'minutes': 5, 'seconds': 47}",2,65,65,"{'minutes': 3, 'seconds': 32}","{'minutes': 2, 'seconds': 15}",3,9,PUNT,False,17,3,17,3
40162832211,401628322,Florida,SEC,Miami,ACC,11,True,2,29,71,"{'minutes': 3, 'seconds': 32}",2,100,0,"{'minutes': 3, 'seconds': 21}","{'minutes': 0, 'seconds': 11}",1,71,TD,True,10,17,10,17
40162832212,401628322,Miami,ACC,Florida,SEC,12,True,2,75,75,"{'minutes': 3, 'seconds': 21}",2,0,0,"{'minutes': 0, 'seconds': 45}","{'minutes': 2, 'seconds': 36}",8,75,TD,False,17,10,24,10
40162832213,401628322,Florida,SEC,Miami,ACC,13,False,2,25,75,"{'minutes': 0, 'seconds': 45}",2,17,83,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 45}",1,-8,END OF HALF,True,10,24,10,24
40162832214,401628322,Miami,ACC,Florida,SEC,14,True,3,75,75,"{'minutes': 15, 'seconds': 0}",3,0,0,"{'minutes': 12, 'seconds': 25}","{'minutes': 2, 'seconds': 35}",6,75,TD,False,24,10,31,10
40162832215,401628322,Florida,SEC,Miami,ACC,15,False,3,25,75,"{'minutes': 12, 'seconds': 25}",3,32,68,"{'minutes': 9, 'seconds': 57}","{'minutes': 2, 'seconds': 28}",4,7,PUNT,True,10,31,10,31
40162832216,401628322,Miami,ACC,Florida,SEC,16,True,3,86,86,"{'minutes': 9, 'seconds': 57}",3,0,0,"{'minutes': 6, 'seconds': 8}","{'minutes': 3, 'seconds': 49}",9,86,TD,False,31,10,38,10
40162832217,401628322,Florida,SEC,Miami,ACC,17,False,3,25,75,"{'minutes': 6, 'seconds': 8}",3,76,24,"{'minutes': 0, 'seconds': 24}","{'minutes': 5, 'seconds': 44}",11,51,INT,True,10,38,10,38
40162832218,401628322,Miami,ACC,Florida,SEC,18,False,3,28,28,"{'minutes': 0, 'seconds': 24}",4,27,27,"{'minutes': 14, 'seconds': 44}","{'minutes': 0, 'seconds': 40}",4,1,MISSED FG,False,38,10,38,10
40162832219,401628322,Florida,SEC,Miami,ACC,19,False,4,27,73,"{'minutes': 14, 'seconds': 44}",4,25,75,"{'minutes': 13, 'seconds': 21}","{'minutes': 1, 'seconds': 23}",3,-2,PUNT,True,10,38,10,38
40162832220,401628322,Miami,ACC,Florida,SEC,20,False,4,76,76,"{'minutes': 13, 'seconds': 21}",4,75,75,"{'minutes': 11, 'seconds': 17}","{'minutes': 2, 'seconds': 4}",3,1,PUNT,False,38,10,38,10
40162832221,401628322,Florida,SEC,Miami,ACC,21,True,4,42,58,"{'minutes': 11, 'seconds': 17}",4,100,0,"{'minutes': 7, 'seconds': 14}","{'minutes': 4, 'seconds': 3}",9,58,TD,True,10,38,17,38
40162832222,401628322,Miami,ACC,Florida,SEC,22,True,4,45,45,"{'minutes': 7, 'seconds': 14}",4,8,8,"{'minutes': 4, 'seconds': 0}","{'minutes': 3, 'seconds': 14}",6,37,FG,False,38,17,41,17
40162832223,401628322,Florida,SEC,Miami,ACC,23,False,4,35,65,"{'minutes': 4, 'seconds': 0}",4,48,52,"{'minutes': 2, 'seconds': 50}","{'minutes': 1, 'seconds': 10}",3,13,INT,True,17,41,17,41
40162832224,401628322,Miami,ACC,Florida,SEC,24,False,4,58,58,"{'minutes': 2, 'seconds': 50}",4,12,12,"{'minutes': 0, 'seconds': 0}","{'minutes': 2, 'seconds': 50}",5,46,END OF GAME,False,41,17,41,17
4016283231,401628323,Clemson,ACC,Georgia,SEC,1,False,1,75,75,"{'minutes': 15, 'seconds': 0}",1,73,73,"{'minutes': 12, 'seconds': 59}","{'minutes': 2, 'seconds': 1}",3,2,PUNT,False,0,0,0,0
4016283232,401628323,Georgia,SEC,Clemson,ACC,2,False,1,33,67,"{'minutes': 12, 'seconds': 59}",1,59,41,"{'minutes': 8, 'seconds': 56}","{'minutes': 4, 'seconds': 3}",7,26,PUNT,True,0,0,0,0
4016283233,401628323,Clemson,ACC,Georgia,SEC,3,False,1,95,95,"{'minutes': 8, 'seconds': 56}",1,74,74,"{'minutes': 5, 'seconds': 34}","{'minutes': 3, 'seconds': 22}",6,21,PUNT,False,0,0,0,0
4016283234,401628323,Georgia,SEC,Clemson,ACC,4,False,1,34,66,"{'minutes': 5, 'seconds': 34}",1,42,58,"{'minutes': 3, 'seconds': 27}","{'minutes': 2, 'seconds': 7}",3,8,PUNT,True,0,0,0,0
4016283235,401628323,Clemson,ACC,Georgia,SEC,5,False,1,85,85,"{'minutes': 3, 'seconds': 27}",1,52,52,"{'minutes': 0, 'seconds': 15}","{'minutes': 3, 'seconds': 12}",4,33,PUNT,False,0,0,0,0
4016283236,401628323,Georgia,SEC,Clemson,ACC,6,True,1,20,80,"{'minutes': 0, 'seconds': 15}",2,88,12,"{'minutes': 8, 'seconds': 49}","{'minutes': 6, 'seconds': 26}",12,68,FG,True,0,0,3,0
4016283237,401628323,Clemson,ACC,Georgia,SEC,7,False,2,75,75,"{'minutes': 8, 'seconds': 49}",2,66,66,"{'minutes': 6, 'seconds': 21}","{'minutes': 2, 'seconds': 28}",3,9,PUNT,False,0,3,0,3
4016283238,401628323,Georgia,SEC,Clemson,ACC,8,True,2,32,68,"{'minutes': 6, 'seconds': 21}",2,63,37,"{'minutes': 4, 'seconds': 16}","{'minutes': 2, 'seconds': 5}",5,31,FG,True,3,0,6,0
4016283239,401628323,Clemson,ACC,Georgia,SEC,9,False,2,75,75,"{'minutes': 4, 'seconds': 16}",2,68,68,"{'minutes': 3, 'seconds': 13}","{'minutes': 1, 'seconds': 3}",3,7,PUNT,False,0,6,0,6
40162832310,401628323,Georgia,SEC,Clemson,ACC,10,False,2,31,69,"{'minutes': 3, 'seconds': 13}",2,43,57,"{'minutes': 0, 'seconds': 1}","{'minutes': 3, 'seconds': 12}",5,12,PUNT,True,6,0,6,0
